                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                 1.2349,                 1.1821,                 1.8821,                 0.8453,                0.50963,                0.69048,                0.45339,                 1.8961,                 2.6633,                 3.0094,              0.0010131,              0.0010131,              0.0010131
                    149,                 1.2405,                 1.1864,                 1.8499,                0.95056,                0.63993,                0.76884,                0.52101,                 1.8759,                 2.7441,                 3.0302,              0.0010102,              0.0010102,              0.0010102
                    150,                 1.2332,                 1.2073,                 1.9024,                0.66736,                0.50683,                0.55039,                0.38258,                  1.765,                 2.6068,                 2.8192,              0.0010074,              0.0010074,              0.0010074
                    151,                 1.2258,                 1.2446,                 1.8754,                0.70382,                0.71637,                 0.7118,                0.50963,                 1.7721,                 2.8419,                   2.89,              0.0010046,              0.0010046,              0.0010046
                    152,                 1.2359,                 1.2447,                 1.8775,                0.75143,                0.51581,                0.62224,                0.42504,                 1.8142,                 2.7393,                 2.8559,              0.0010018,              0.0010018,              0.0010018
                    153,                 1.1778,                 1.1427,                 1.8364,                0.87648,                0.71707,                0.78602,                0.55403,                 1.6567,                  2.356,                 2.6762,             0.00099893,             0.00099893,             0.00099893
                    154,                 1.2228,                 1.1889,                 1.8871,                0.75386,                 0.5614,                0.74349,                0.47401,                 1.6426,                 2.5301,                   2.72,              0.0009961,              0.0009961,              0.0009961
                    155,                 1.1706,                 1.1047,                 1.8223,                0.73704,                0.50433,                0.55964,                0.37456,                 1.6235,                 2.3791,                  2.688,             0.00099327,             0.00099327,             0.00099327
                    156,                 1.2169,                 1.2045,                  1.843,                0.87185,                0.52592,                0.68493,                0.49897,                 1.6794,                 2.8183,                  2.817,             0.00099044,             0.00099044,             0.00099044
                    157,                 1.2065,                  1.164,                 1.8489,                  0.722,                0.45502,                0.61419,                0.41363,                 1.7849,                 3.1304,                 2.9238,             0.00098761,             0.00098761,             0.00098761
                    158,                 1.2067,                 1.1445,                 1.8092,                0.66303,                0.72222,                0.76564,                0.52348,                 1.8452,                 2.7125,                 3.0474,             0.00098478,             0.00098478,             0.00098478
                    159,                  1.261,                 1.2001,                 1.8663,                0.86851,                0.69058,                0.78729,                0.53199,                 1.7324,                 2.4063,                 2.7651,             0.00098195,             0.00098195,             0.00098195
                    160,                 1.1681,                 1.1369,                 1.7981,                0.69051,                0.50716,                 0.5553,                 0.3879,                 1.6929,                  2.198,                 2.7236,             0.00097912,             0.00097912,             0.00097912
                    161,                 1.1884,                 1.1208,                 1.8157,                0.79049,                0.56768,                0.64597,                0.43238,                  1.742,                 2.0907,                 2.7576,             0.00097629,             0.00097629,             0.00097629
                    162,                 1.1957,                 1.1577,                 1.8252,                0.71297,                0.54849,                0.64411,                0.45026,                 1.6854,                 2.2629,                 2.6799,             0.00097346,             0.00097346,             0.00097346
                    163,                 1.1871,                 1.1182,                 1.8156,                0.86283,                0.65475,                0.76931,                0.52439,                 1.7037,                  2.179,                 2.8255,             0.00097063,             0.00097063,             0.00097063
                    164,                 1.1712,                 1.1228,                 1.8176,                0.59966,                 0.6708,                0.66932,                0.44839,                 1.8493,                 2.7372,                 3.0092,              0.0009678,              0.0009678,              0.0009678
                    165,                 1.2006,                 1.1552,                 1.8429,                 0.5201,                0.29475,                0.36893,                0.22699,                  1.887,                 3.2867,                 3.0781,             0.00096498,             0.00096498,             0.00096498
                    166,                 1.1923,                 1.0904,                 1.8273,                0.95309,                0.69618,                 0.8053,                0.53913,                 1.7325,                 2.2444,                 2.8433,             0.00096215,             0.00096215,             0.00096215
                    167,                 1.1691,                 1.0824,                 1.8103,                0.92478,                 0.6997,                 0.7943,                0.52367,                 1.8036,                 2.5383,                 2.9482,             0.00095932,             0.00095932,             0.00095932
                    168,                 1.1396,                 1.0742,                 1.7719,                0.91152,                 0.6972,                0.79959,                0.56738,                 1.7781,                 2.5779,                 2.8994,             0.00095649,             0.00095649,             0.00095649
                    169,                 1.1303,                 1.0439,                  1.759,                0.87928,                0.51598,                0.63889,                0.42044,                 1.8274,                 2.6767,                 2.9414,             0.00095366,             0.00095366,             0.00095366
                    170,                 1.1359,                 1.0904,                  1.788,                0.93126,                 0.5182,                 0.6279,                 0.4036,                 1.8002,                 2.6401,                   2.95,             0.00095083,             0.00095083,             0.00095083
                    171,                 1.1573,                 1.1212,                  1.792,                0.83825,                0.55258,                0.62822,                0.44488,                  1.908,                 2.4533,                 3.1801,               0.000948,               0.000948,               0.000948
                    172,                  1.163,                 1.0591,                 1.7956,                0.56563,                0.50369,                0.54371,                0.38564,                 1.8115,                 2.3708,                 2.9335,             0.00094517,             0.00094517,             0.00094517
                    173,                 1.1347,                 1.0886,                 1.7596,                0.75526,                 0.7661,                0.75235,                0.51169,                 1.7951,                  2.174,                 2.9309,             0.00094234,             0.00094234,             0.00094234
                    174,                 1.1815,                 1.1044,                  1.799,                0.61211,                0.52537,                0.53044,                0.34532,                  1.748,                 2.6902,                 2.8763,             0.00093951,             0.00093951,             0.00093951
                    175,                 1.1869,                 1.1047,                 1.7863,                0.64665,                0.69566,                0.70104,                0.47542,                 1.8153,                 2.4798,                  3.008,             0.00093668,             0.00093668,             0.00093668
                    176,                 1.1888,                 1.0867,                  1.806,                0.63683,                0.54753,                   0.59,                0.36496,                 1.9095,                 2.3836,                 3.1395,             0.00093385,             0.00093385,             0.00093385
                    177,                 1.1734,                 1.0754,                   1.78,                0.86142,                0.53295,                 0.6403,                0.43434,                 1.8351,                 2.6174,                 2.9581,             0.00093102,             0.00093102,             0.00093102
                    178,                 1.1657,                 1.0681,                 1.8032,                0.62302,                0.77485,                0.68977,                0.49805,                 1.8259,                 2.2374,                 3.0292,             0.00092819,             0.00092819,             0.00092819
                    179,                 1.1603,                 1.0716,                 1.7825,                0.92811,                0.72483,                 0.7968,                0.53274,                 1.7775,                 2.4505,                 2.7656,             0.00092536,             0.00092536,             0.00092536
                    180,                 1.1219,                 1.0002,                 1.7608,                0.71382,                0.49369,                0.64699,                0.44442,                  1.782,                 2.2896,                 2.9339,             0.00092253,             0.00092253,             0.00092253
                    181,                 1.1268,                 1.0206,                 1.7397,                0.61847,                0.69832,                0.59381,                0.39878,                 1.7517,                 2.2895,                 2.8455,              0.0009197,              0.0009197,              0.0009197
                    182,                 1.1434,                  1.057,                 1.7716,                0.94696,                0.62501,                0.77936,                0.54587,                 1.7809,                  2.525,                 2.8507,             0.00091687,             0.00091687,             0.00091687
                    183,                 1.0768,                 1.0165,                  1.713,                0.82734,                0.70574,                0.78528,                0.57404,                 1.7669,                 2.4327,                 2.8914,             0.00091405,             0.00091405,             0.00091405
                    184,                 1.1384,                 1.0408,                  1.792,                0.85952,                0.72222,                0.81008,                0.53282,                 1.7478,                 2.2546,                  2.847,             0.00091122,             0.00091122,             0.00091122
                    185,                 1.1033,                 1.0107,                 1.7379,                0.76287,                0.46393,                0.59219,                0.39441,                 1.8475,                 2.7226,                 3.0204,             0.00090839,             0.00090839,             0.00090839
                    186,                 1.1038,                0.99226,                 1.7364,                0.80882,                0.68124,                0.77451,                0.55216,                 1.7638,                 2.4483,                 2.9144,             0.00090556,             0.00090556,             0.00090556
                    187,                 1.1142,                 1.0263,                 1.7649,                0.77372,                0.48954,                0.58131,                0.40619,                 1.9071,                 3.0228,                 3.1021,             0.00090273,             0.00090273,             0.00090273
                    188,                 1.1444,                 1.0781,                 1.7365,                0.66167,                0.54971,                0.67329,                 0.4696,                 1.8281,                 2.9156,                 2.9715,              0.0008999,              0.0008999,              0.0008999
                    189,                  1.136,                 1.0792,                 1.7632,                0.89578,                0.65308,                0.74591,                0.51626,                 1.9354,                 2.4427,                 3.2233,             0.00089707,             0.00089707,             0.00089707
                    190,                 1.1564,                 1.0404,                 1.7929,                0.94012,                0.61253,                0.77966,                 0.5797,                 1.8959,                 2.5562,                 3.0642,             0.00089424,             0.00089424,             0.00089424
                    191,                 1.1331,                 1.0035,                 1.7724,                 0.8474,                0.44974,                0.63587,                0.44256,                  1.939,                 2.8649,                 3.0316,             0.00089141,             0.00089141,             0.00089141
                    192,                  1.126,                 1.0365,                 1.7607,                0.87392,                 0.4504,                0.63695,                0.42185,                 1.7292,                 2.4423,                  2.754,             0.00088858,             0.00088858,             0.00088858
                    193,                  1.136,                 1.0333,                 1.7704,                0.75408,                0.53712,                0.65558,                0.42189,                 1.7821,                  2.492,                 2.8784,             0.00088575,             0.00088575,             0.00088575
                    194,                  1.141,                0.99703,                 1.7574,                0.84143,                0.41014,                0.47441,                0.31875,                 1.9356,                 2.8716,                 3.0361,             0.00088292,             0.00088292,             0.00088292
                    195,                 1.1598,                 1.0704,                 1.7775,                0.78841,                0.72222,                0.72513,                0.50763,                 1.7692,                 2.3396,                 2.9731,             0.00088009,             0.00088009,             0.00088009
                    196,                 1.0528,                0.98068,                 1.7328,                0.86183,                0.70468,                0.79318,                0.54803,                  1.791,                 2.3088,                 2.9849,             0.00087726,             0.00087726,             0.00087726
                    197,                 1.1252,                0.98296,                 1.7513,                0.84636,                0.69024,                0.78483,                0.51848,                 1.8611,                 2.5484,                 3.1493,             0.00087443,             0.00087443,             0.00087443
                    198,                 1.1621,                 1.0761,                 1.7848,                0.57973,                0.72066,                 0.6492,                0.44019,                 1.7935,                 2.8344,                 2.9131,              0.0008716,              0.0008716,              0.0008716
                    199,                 1.0936,                0.99368,                 1.7383,                0.81311,                0.47077,                0.68277,                0.47032,                  1.782,                 2.6909,                 2.9828,             0.00086877,             0.00086877,             0.00086877
                    200,                 1.0694,                0.97677,                 1.6919,                0.65203,                0.74873,                0.72235,                0.49445,                 1.8136,                 2.2027,                 2.8972,             0.00086595,             0.00086595,             0.00086595
                    201,                 1.0745,                0.99668,                 1.6933,                0.60929,                0.76992,                0.63997,                0.43012,                 1.7269,                 2.1506,                 2.8931,             0.00086312,             0.00086312,             0.00086312
                    202,                  1.144,                 1.0488,                 1.7679,                0.72271,                0.71053,                0.75008,                0.50924,                 1.7136,                 2.6752,                 2.8087,             0.00086029,             0.00086029,             0.00086029
                    203,                 1.1042,                 1.0138,                  1.729,                 0.9026,                0.65691,                0.80467,                0.54964,                 1.7736,                 2.4193,                 2.9876,             0.00085746,             0.00085746,             0.00085746
                    204,                 1.1117,                0.97327,                 1.7306,                0.51411,                0.40058,                0.43318,                0.29318,                 1.8133,                 2.8123,                 2.9381,             0.00085463,             0.00085463,             0.00085463
                    205,                 1.0742,                0.96934,                 1.7115,                0.61608,                0.55328,                0.59325,                0.39667,                 1.8364,                 2.8664,                 2.9438,              0.0008518,              0.0008518,              0.0008518
                    206,                 1.0803,                0.96977,                 1.6928,                0.73333,                0.70192,                0.70182,                0.47958,                 1.8172,                 2.9569,                 2.9221,             0.00084897,             0.00084897,             0.00084897
                    207,                 1.0638,                  0.966,                 1.6789,                0.81992,                0.36804,                0.51775,                0.32837,                  1.939,                 3.2716,                 3.0931,             0.00084614,             0.00084614,             0.00084614
                    208,                 1.0631,                0.91807,                 1.6927,                0.74064,                0.67251,                0.71797,                0.49558,                 1.7288,                 2.5144,                  2.857,             0.00084331,             0.00084331,             0.00084331
                    209,                 1.1072,                  1.023,                 1.7125,                  0.678,                0.72222,                0.72332,                0.52671,                 1.6707,                 2.7451,                 2.7111,             0.00084048,             0.00084048,             0.00084048
                    210,                 1.0646,                0.98342,                 1.7186,                0.85659,                0.49379,                0.62785,                0.44433,                 1.8039,                  3.027,                 2.9245,             0.00083765,             0.00083765,             0.00083765
                    211,                 1.0611,                0.97218,                  1.695,                0.92329,                0.65317,                0.78471,                0.60714,                 1.7066,                 2.8073,                 2.8455,             0.00083482,             0.00083482,             0.00083482
                    212,                 1.0269,                0.92095,                 1.6674,                0.93753,                0.70468,                0.78761,                0.58241,                 1.7939,                 2.6434,                 2.9891,             0.00083199,             0.00083199,             0.00083199
                    213,                 1.0951,                 1.0139,                 1.7417,                 0.8827,                0.70065,                0.77304,                0.59881,                 1.6959,                 2.5043,                 2.8359,             0.00082916,             0.00082916,             0.00082916
                    214,                 1.0474,                0.94246,                 1.6966,                0.49018,                 0.5614,                0.63043,                0.46647,                 1.8339,                 2.9923,                 3.0803,             0.00082633,             0.00082633,             0.00082633
                    215,                 1.0841,                0.94839,                 1.6908,                0.87021,                0.69426,                0.78112,                 0.6032,                 1.6766,                 2.5481,                 2.7546,              0.0008235,              0.0008235,              0.0008235
                    216,                  1.115,                 1.0167,                  1.736,                 0.9458,                0.72222,                0.80589,                0.54744,                 1.7058,                  2.478,                  2.724,             0.00082067,             0.00082067,             0.00082067
                    217,                 1.0405,                0.94935,                 1.6732,                0.87993,                0.56276,                0.76292,                0.52397,                 1.6886,                 2.2851,                  2.951,             0.00081785,             0.00081785,             0.00081785
                    218,                 1.0605,                0.94884,                 1.6869,                0.51276,                0.69006,                 0.6608,                0.45001,                 1.6794,                 2.5357,                 2.8849,             0.00081502,             0.00081502,             0.00081502
                    219,                 1.0568,                0.96981,                  1.692,                0.73664,                0.46491,                0.58215,                0.40685,                 1.8868,                 2.7379,                 3.1917,             0.00081219,             0.00081219,             0.00081219
                    220,                 1.0491,                0.91145,                 1.6825,                0.68943,                0.68439,                0.71924,                0.52534,                 1.8049,                 2.9095,                 3.0796,             0.00080936,             0.00080936,             0.00080936
                    221,                 1.0736,                 1.0047,                 1.7171,                0.49814,                0.54748,                0.39879,                0.27683,                 1.8372,                  3.146,                 3.0421,             0.00080653,             0.00080653,             0.00080653
                    222,                 1.0251,                0.93909,                 1.6638,                0.81061,                0.60168,                0.74494,                 0.5572,                 1.8613,                 2.6818,                  3.225,              0.0008037,              0.0008037,              0.0008037
                    223,                 1.0644,                0.92542,                 1.6667,                0.84626,                0.64736,                 0.7708,                0.57069,                 1.7665,                 2.4916,                 2.9851,             0.00080087,             0.00080087,             0.00080087
                    224,                 1.0433,                0.89942,                 1.6624,                0.73938,                0.53583,                0.64282,                0.45588,                 1.8191,                  2.715,                 3.0668,             0.00079804,             0.00079804,             0.00079804
                    225,                 1.0285,                0.90212,                 1.6477,                 0.7862,                0.41498,                0.64505,                0.45467,                 1.8484,                 2.7725,                 3.1623,             0.00079521,             0.00079521,             0.00079521
                    226,                 1.0813,                0.95438,                 1.6954,                0.88967,                0.63383,                0.76495,                0.57227,                 1.7245,                 2.6118,                 2.8387,             0.00079238,             0.00079238,             0.00079238
                    227,                 1.0299,                0.91177,                 1.6456,                0.84571,                0.52977,                0.71712,                0.53548,                 1.8639,                 2.6675,                  3.036,             0.00078955,             0.00078955,             0.00078955
                    228,                 1.0461,                 0.9345,                 1.6464,                0.72917,                0.52416,                0.67087,                0.49086,                 1.7261,                 2.2904,                 2.9033,             0.00078672,             0.00078672,             0.00078672
                    229,                  1.042,                0.91329,                 1.6686,                0.46456,                0.74977,                0.55468,                0.39524,                 1.6979,                 2.4722,                 2.7829,             0.00078389,             0.00078389,             0.00078389
                    230,                 1.0604,                0.91933,                 1.6854,                0.64425,                0.74172,                0.64026,                 0.4541,                 1.7124,                 2.5199,                 2.8765,             0.00078106,             0.00078106,             0.00078106
                    231,                  1.026,                0.87719,                 1.6401,                 0.8166,                0.50819,                0.63698,                0.42854,                 1.7466,                 2.8026,                 2.8954,             0.00077823,             0.00077823,             0.00077823
                    232,                 1.0528,                0.94987,                  1.716,                0.80227,                0.54022,                0.56097,                0.37176,                 1.8176,                 2.7992,                 3.0665,              0.0007754,              0.0007754,              0.0007754
                    233,                  1.017,                0.85716,                 1.6334,                 0.8804,                 0.4571,                0.60966,                0.41053,                 1.7478,                 2.9221,                 3.0277,             0.00077257,             0.00077257,             0.00077257
                    234,                 1.0163,                0.88799,                  1.657,                0.62531,                0.64487,                0.65798,                0.45149,                 1.7798,                   3.08,                 2.9761,             0.00076975,             0.00076975,             0.00076975
                    235,                 1.0166,                 0.8944,                 1.6332,                0.61872,                0.48966,                0.51296,                0.35536,                 1.8243,                  2.976,                 3.0952,             0.00076692,             0.00076692,             0.00076692
                    236,                  1.005,                0.87409,                 1.6385,                0.80122,                0.53654,                0.55566,                0.38329,                 1.7725,                 2.9076,                 3.0145,             0.00076409,             0.00076409,             0.00076409
                    237,                 1.0296,                0.91245,                 1.6616,                0.67503,                0.54138,                0.61097,                 0.4112,                 1.8058,                 2.5821,                 3.0609,             0.00076126,             0.00076126,             0.00076126
                    238,                0.97946,                0.88248,                 1.6009,                0.93628,                0.48106,                0.71458,                0.52324,                 1.8081,                 2.4622,                 3.0702,             0.00075843,             0.00075843,             0.00075843
                    239,                 0.9758,                0.82722,                 1.5928,                0.95205,                0.72437,                0.82591,                0.60062,                 1.7477,                 2.2592,                 2.9819,              0.0007556,              0.0007556,              0.0007556
                    240,                 1.0208,                0.90782,                 1.6202,                0.93047,                0.71119,                0.83508,                0.57397,                 1.7032,                 2.3637,                 2.9188,             0.00075277,             0.00075277,             0.00075277
                    241,                  1.039,                0.91843,                 1.6217,                0.88897,                0.63945,                0.77092,                0.55049,                 1.7691,                 2.4971,                 2.9616,             0.00074994,             0.00074994,             0.00074994
                    242,                 1.0494,                0.91504,                 1.6664,                0.97755,                0.68858,                0.78546,                 0.6025,                 1.8782,                 2.6529,                 3.1538,             0.00074711,             0.00074711,             0.00074711
                    243,                 1.0055,                 0.8907,                 1.6266,                0.62424,                0.38006,                0.46281,                0.29153,                 1.9087,                 2.9469,                 3.2247,             0.00074428,             0.00074428,             0.00074428
                    244,                 1.0577,                0.90101,                 1.6549,                0.87254,                0.70951,                0.79264,                0.58548,                 1.7547,                  2.616,                 2.9837,             0.00074145,             0.00074145,             0.00074145
                    245,                 1.0008,                0.88959,                 1.6443,                0.89039,                0.55517,                0.72579,                0.52184,                 1.6592,                 2.8636,                 2.8371,             0.00073862,             0.00073862,             0.00073862
                    246,                0.98429,                0.83586,                 1.6006,                0.80842,                0.65239,                 0.7587,                0.54799,                 1.7249,                 2.4388,                 2.9119,             0.00073579,             0.00073579,             0.00073579
                    247,                0.98442,                0.85047,                 1.5966,                0.85235,                0.71331,                0.78216,                0.56469,                 1.7771,                  2.452,                 3.0067,             0.00073296,             0.00073296,             0.00073296
                    248,                 1.0428,                0.89048,                 1.6366,                0.80361,                 0.3802,                0.56329,                0.38182,                 1.7265,                 2.5669,                 2.8907,             0.00073013,             0.00073013,             0.00073013
                    249,                 1.0241,                0.93257,                 1.6545,                0.62884,                0.51744,                0.56804,                0.38994,                 1.8158,                 2.2533,                 3.0273,              0.0007273,              0.0007273,              0.0007273
                    250,                0.99909,                0.89313,                 1.6089,                0.82128,                0.51293,                0.63134,                0.47677,                  1.714,                 2.2319,                 2.9067,             0.00072447,             0.00072447,             0.00072447
                    251,                 1.0007,                 0.8661,                 1.6102,                0.77446,                0.63401,                 0.6766,                0.48725,                 1.8032,                 2.7398,                 2.9477,             0.00072164,             0.00072164,             0.00072164
                    252,                0.99346,                0.90496,                 1.6125,                0.58332,                0.71378,                0.65162,                0.44007,                 1.8271,                 2.5435,                 3.0668,             0.00071882,             0.00071882,             0.00071882
                    253,                 1.0103,                0.87084,                 1.6419,                 0.6472,                0.46276,                0.49071,                  0.326,                  1.765,                 2.6029,                  2.967,             0.00071599,             0.00071599,             0.00071599
                    254,                0.99249,                0.87217,                 1.5866,                0.68438,                0.51395,                0.60027,                0.43547,                 1.7389,                 2.8793,                 3.0074,             0.00071316,             0.00071316,             0.00071316
                    255,                 1.0371,                0.92507,                 1.6537,                0.87658,                0.54837,                 0.6743,                0.46533,                 1.7452,                 2.5611,                 2.8889,             0.00071033,             0.00071033,             0.00071033
                    256,                0.95175,                0.90105,                 1.6008,                0.88415,                0.54642,                 0.6531,                0.43901,                 1.8337,                 2.5232,                 3.1195,              0.0007075,              0.0007075,              0.0007075
                    257,                 0.9674,                0.84169,                  1.589,                 0.8179,                0.51097,                0.59989,                0.37496,                 1.8274,                 2.7663,                 3.1248,             0.00070467,             0.00070467,             0.00070467
                    258,                0.99588,                0.91316,                 1.6098,                0.75875,                0.45704,                0.55614,                0.35892,                 1.8349,                 2.8432,                 3.1047,             0.00070184,             0.00070184,             0.00070184
                    259,                0.92908,                 0.8336,                 1.5632,                0.91913,                 0.4906,                0.62927,                0.41288,                 1.7329,                 2.4112,                 2.9998,             0.00069901,             0.00069901,             0.00069901
                    260,                0.92791,                0.78849,                 1.5373,                0.90185,                0.49419,                0.66836,                   0.49,                 1.7366,                 2.4557,                 2.9727,             0.00069618,             0.00069618,             0.00069618
                    261,                0.95269,                0.82204,                  1.569,                 0.8909,                0.65499,                0.76972,                0.53719,                 1.8398,                 2.7879,                 3.1589,             0.00069335,             0.00069335,             0.00069335
                    262,                0.96264,                0.83927,                 1.5699,                0.85005,                0.46474,                0.62061,                0.44514,                 1.7851,                 3.0098,                 2.9411,             0.00069052,             0.00069052,             0.00069052
                    263,                0.96622,                0.81619,                 1.5815,                0.80163,                0.45643,                 0.5513,                0.35961,                 1.8785,                 2.8908,                 3.1324,             0.00068769,             0.00068769,             0.00068769
                    264,                0.98549,                0.80462,                  1.584,                0.53531,                0.32749,                0.38734,                0.25973,                   1.86,                 3.2052,                 3.0473,             0.00068486,             0.00068486,             0.00068486
                    265,                0.96112,                0.82503,                 1.5828,                 0.8603,                0.41115,                0.56879,                 0.3849,                 1.8091,                 2.8602,                 3.0406,             0.00068203,             0.00068203,             0.00068203
                    266,                0.95214,                0.88654,                 1.5789,                0.60494,                0.53317,                0.47337,                0.32188,                  1.732,                 3.0246,                 2.9052,              0.0006792,              0.0006792,              0.0006792
                    267,                0.96875,                0.83086,                 1.5912,                0.96626,                0.32164,                 0.4392,                0.30791,                 1.7581,                 2.8586,                 3.0588,             0.00067637,             0.00067637,             0.00067637
                    268,                0.96023,                0.82887,                  1.593,                0.89491,                    0.5,                 0.6193,                0.44047,                 1.7389,                 2.4236,                 3.0041,             0.00067354,             0.00067354,             0.00067354
                    269,                0.94036,                 0.8069,                 1.5414,                0.78306,                 0.4883,                0.61316,                0.43902,                 1.6969,                 2.3732,                 2.8247,             0.00067072,             0.00067072,             0.00067072
                    270,                0.92316,                0.79559,                 1.5413,                0.84235,                0.48113,                0.60091,                0.40829,                  1.729,                 2.4904,                 2.9095,             0.00066789,             0.00066789,             0.00066789
                    271,                0.94665,                0.80248,                 1.5554,                0.76324,                0.53216,                0.63531,                0.43355,                 1.7734,                 2.6144,                 2.9251,             0.00066506,             0.00066506,             0.00066506
                    272,                0.92511,                0.79077,                 1.5514,                0.82621,                0.46629,                0.61096,                0.43207,                 1.7712,                 2.7753,                 3.0447,             0.00066223,             0.00066223,             0.00066223
                    273,                0.96776,                0.84316,                 1.5664,                0.84924,                0.47661,                0.58778,                0.42869,                 1.7504,                 2.8912,                 2.8755,              0.0006594,              0.0006594,              0.0006594
                    274,                0.96079,                0.81708,                 1.5619,                0.82563,                 0.4623,                0.56524,                0.39983,                 1.8002,                 3.0897,                 2.9597,             0.00065657,             0.00065657,             0.00065657
                    275,                0.95578,                0.80401,                 1.6057,                 0.8555,                0.50899,                  0.624,                0.39488,                 1.7447,                 2.8045,                 2.8353,             0.00065374,             0.00065374,             0.00065374
                    276,                 1.0184,                 0.8969,                 1.6095,                0.86382,                 0.4496,                0.60909,                0.41865,                 1.7603,                 2.6702,                 3.0322,             0.00065091,             0.00065091,             0.00065091
                    277,                0.94891,                0.79828,                 1.5431,                0.79018,                0.48554,                0.59725,                0.41968,                   1.68,                 2.7462,                 2.8364,             0.00064808,             0.00064808,             0.00064808
                    278,                0.93829,                0.80139,                 1.5571,                0.69305,                0.49303,                0.52403,                0.36418,                 1.6643,                 2.6694,                 2.7962,             0.00064525,             0.00064525,             0.00064525
                    279,                0.91978,                0.77955,                 1.5258,                0.74056,                0.54636,                0.67054,                 0.4647,                 1.7623,                 2.5697,                 2.9631,             0.00064242,             0.00064242,             0.00064242
                    280,                0.99477,                0.86814,                 1.6104,                 0.8761,                 0.4546,                0.63703,                0.47545,                  1.684,                  2.902,                 2.7956,             0.00063959,             0.00063959,             0.00063959
                    281,                0.89251,                0.72815,                 1.5283,                0.83982,                0.40631,                0.60333,                0.43265,                 1.7677,                 2.8195,                 2.9996,             0.00063676,             0.00063676,             0.00063676
                    282,                0.93353,                0.77005,                 1.5184,                0.81818,                0.48246,                0.66475,                0.47689,                 1.7964,                 2.7807,                 3.0491,             0.00063393,             0.00063393,             0.00063393
                    283,                0.94521,                0.83276,                 1.5273,                0.64409,                 0.4883,                0.47542,                0.32648,                 1.7499,                 2.9274,                  2.951,              0.0006311,              0.0006311,              0.0006311
                    284,                0.94374,                0.78612,                 1.5518,                0.96759,                0.45123,                0.64014,                0.43742,                 1.7331,                 3.1233,                 2.9785,             0.00062827,             0.00062827,             0.00062827
                    285,                0.94136,                0.82748,                 1.5383,                0.91615,                0.47279,                0.61683,                0.41938,                 1.7786,                 2.9102,                  2.993,             0.00062544,             0.00062544,             0.00062544
                    286,                0.93914,                0.82189,                 1.5405,                0.88623,                0.47499,                0.60578,                0.40816,                 1.8131,                 2.6942,                 3.1386,             0.00062262,             0.00062262,             0.00062262
                    287,                0.94175,                0.79846,                 1.5515,                0.92576,                0.48604,                0.62895,                0.44651,                 1.7582,                 2.5792,                   3.03,             0.00061979,             0.00061979,             0.00061979
                    288,                0.96364,                0.81538,                 1.5707,                 0.6678,                 0.5956,                0.60529,                0.39493,                 1.8163,                  2.468,                  3.212,             0.00061696,             0.00061696,             0.00061696
                    289,                0.92183,                0.77277,                 1.5208,                0.77744,                0.47661,                0.58953,                0.39156,                 1.8092,                 2.7031,                 3.1189,             0.00061413,             0.00061413,             0.00061413
                    290,                0.94477,                0.81418,                 1.5534,                0.82819,                0.48313,                0.58716,                0.39275,                 1.8169,                 2.8281,                 3.2073,              0.0006113,              0.0006113,              0.0006113
                    291,                0.94749,                0.82209,                 1.5487,                0.84754,                0.47731,                0.58119,                 0.3933,                 1.7948,                 2.7335,                 3.0111,             0.00060847,             0.00060847,             0.00060847
                    292,                 0.8996,                0.77172,                 1.5242,                0.70071,                0.44987,                0.57228,                0.39179,                 1.7818,                 2.9853,                 3.0119,             0.00060564,             0.00060564,             0.00060564
                    293,                0.89617,                0.76577,                 1.5182,                0.72331,                0.44758,                0.58494,                0.39297,                 1.8069,                 3.1168,                 3.0081,             0.00060281,             0.00060281,             0.00060281
                    294,                0.90411,                0.79966,                 1.4999,                0.86222,                0.46153,                0.61249,                0.41136,                 1.8013,                 2.8827,                 3.0757,             0.00059998,             0.00059998,             0.00059998
                    295,                0.94743,                0.76831,                 1.5454,                 0.9263,                0.52047,                0.64539,                 0.4646,                 1.7198,                 2.6857,                 2.9428,             0.00059715,             0.00059715,             0.00059715
                    296,                 0.9492,                  0.835,                 1.5649,                0.70564,                0.52712,                0.62643,                0.46179,                 1.7175,                 2.8822,                 2.9153,             0.00059432,             0.00059432,             0.00059432
                    297,                0.92833,                0.80503,                 1.5227,                0.63755,                0.47594,                0.46842,                0.33779,                 1.7665,                  3.049,                 2.9482,             0.00059149,             0.00059149,             0.00059149
                    298,                0.94411,                0.78595,                 1.5112,                0.81123,                0.43645,                0.59738,                0.41215,                 1.7061,                 2.9804,                 2.8571,             0.00058866,             0.00058866,             0.00058866
                    299,                0.89728,                0.77561,                 1.5113,                0.82397,                0.43244,                0.59348,                 0.4072,                 1.7377,                 2.8053,                 2.9474,             0.00058583,             0.00058583,             0.00058583
                    300,                0.94234,                0.78654,                 1.5471,                0.59019,                0.44716,                0.43605,                0.29083,                 1.7463,                 2.7259,                 3.0454,               0.000583,               0.000583,               0.000583
                    301,                0.91148,                0.78345,                 1.5264,                0.54641,                0.49279,                0.51905,                0.34651,                 1.6965,                 2.5436,                 2.9907,             0.00058017,             0.00058017,             0.00058017
